headline,mainEntityOfPage,image,datePublished,dateModified,author,media_en,media_jp,paragraphs,str_count,body
「未来志向の関係築いてきた」と韓国外相（共同通信）,https://news.yahoo.co.jp/articles/e3f871ba2f2bbd059edf9263cdb434a8b8c6eee3,https://newsatcl-pctr.c.yimg.jp/t/amd-img/default.jpg?exp=10800,2023-11-26T12:45:52+09:00,2023-11-26T13:02:56+09:00,共同通信,kyodonews,共同通信,1,95,\n【ソウル共同】韓国の朴振外相は26日、上川陽子外相との会談で「両国は外交や経済、安全保障、人的交流などの分野で協力を拡大し、未来志向的な関係を築いてきた」と述べた。韓国外務省が発表した。
上川氏、慰安婦判決は遺憾　朴外相、日韓合意「尊重」（共同通信）,https://news.yahoo.co.jp/articles/90c670018614c26d3bbee50cc535970e7f63ee0f,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231126-00000040-kyodonews-000-4-view.jpg?exp=10800,2023-11-26T12:33:13+09:00,2023-11-26T13:15:33+09:00,共同通信,kyodonews,共同通信,1,487,\n26日、韓国の朴振外相（右）と握手する上川外相＝韓国・釜山（共同）\n【釜山共同】上川陽子外相は26日、韓国南部釜山で韓国の朴振外相と会談した。慰安婦問題を巡り日本政府に賠償を命じたソウル高裁判決について「極めて遺憾だ」と述べ、適切な措置を講じるよう要請。韓国外務省当局者によると、朴氏は「韓国政府は2015年の慰安婦合意を両国間の公式合意として尊重する」との立場を伝えた。両外相は北朝鮮による弾道ミサイル技術を使った軍事偵察衛星発射を強く非難し、深刻な懸念を共有。米国を含め緊密に連携し、対応すると確認した。\n\n 会談は約1時間25分だった。朴氏は「両国は外交や経済、安全保障、人的交流などの分野で協力を拡大し、未来志向的な関係を築いてきた」と述べた。\n\n 両外相は、拉致問題を含む北朝鮮の人権問題で緊密に連携すると申し合わせた。上川氏は日中韓3カ国の対話プロセスを巡り、議長国韓国の取り組みを支持する考えを伝えた。\n\n 両外相の対面の会談は3回目。今月中旬には米サンフランシスコで会談している。\n上川氏は午後、朴氏、中国の王毅外相との昼食会に出席する。
慰安婦問題のソウル高裁判決遺憾と上川外相（共同通信）,https://news.yahoo.co.jp/articles/7a76701f37bcfa06dd56f801ae602f3469ae1fc2,https://newsatcl-pctr.c.yimg.jp/t/amd-img/default.jpg?exp=10800,2023-11-26T11:58:08+09:00,2023-11-26T12:14:52+09:00,共同通信,kyodonews,共同通信,1,94,\n【釜山共同】上川陽子外相は26日、韓国の朴振外相との会談で、慰安婦問題を巡り日本政府に賠償を命じたソウル高裁判決について「極めて遺憾だ」と述べ、韓国政府に適切な措置を講じるよう求めた。
日韓外相、拉致含む北朝鮮人権問題で連携（共同通信）,https://news.yahoo.co.jp/articles/f781c5498c1781de615fea9031b4163068fbc947,https://newsatcl-pctr.c.yimg.jp/t/amd-img/default.jpg?exp=10800,2023-11-26T12:04:17+09:00,2023-11-26T12:20:52+09:00,共同通信,kyodonews,共同通信,1,47,\n【釜山共同】日韓外相は会談で、拉致問題を含む北朝鮮の人権問題で緊密な連携を改めて確認した。
米海軍「航行の自由」作戦　南シナ海・西沙諸島周辺（共同通信）,https://news.yahoo.co.jp/articles/c4fa0fe2151c6e4952c4c067973e21f93c8715e3,https://newsatcl-pctr.c.yimg.jp/t/amd-img/default.jpg?exp=10800,2023-11-26T12:09:06+09:00,2023-11-26T12:25:14+09:00,共同通信,kyodonews,共同通信,1,274,\n【ワシントン共同】米海軍第7艦隊（神奈川県横須賀市）は日本時間26日、中国が領有権を主張して実効支配する南シナ海の西沙（英語名パラセル）諸島付近で、現地時間25日にミサイル駆逐艦ホッパーが海域を通る「航行の自由」作戦を実施したと発表した。過剰な海洋権益の主張に対抗する狙い。\n\n 米中両首脳は15日のサンフランシスコでの首脳会談で、幅広い分野で対立する両国関係の緊張緩和を図ったばかり。中国の反発が予想される。\n\n 西沙諸島は中国のほかベトナムと台湾も領有権を主張しており、軍艦が航行する際には許可を取るか事前通告するよう要求している。
レーカーズ八村、鼻骨骨折で欠場　24日手術、来月1日に再検査（共同通信）,https://news.yahoo.co.jp/articles/dbc8db5c4ec227e5f5f53007de639ee870e4f7ba,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231126-00000041-kyodonews-000-3-view.jpg?exp=10800,2023-11-26T12:33:41+09:00,2023-11-26T12:50:57+09:00,共同通信,kyodonews,共同通信,1,163,\nレーカーズの八村塁（NBAE提供・ゲッティ＝共同）\n米プロバスケットボールNBAは25日、各地で行われ、レーカーズの八村塁は敵地で行われたキャバリアーズ戦を鼻骨骨折のため欠場した。チームは121―115で勝ち、10勝7敗となった。レーカーズの広報によると、24日に手術を受けた八村は来月1日にも再検査する見通し。（共同）
日韓外相、北朝鮮の衛星発射を強く非難（共同通信）,https://news.yahoo.co.jp/articles/f2f4e9735a7e7de7a8e692d13d959b550c7869fa,https://newsatcl-pctr.c.yimg.jp/t/amd-img/default.jpg?exp=10800,2023-11-26T12:04:57+09:00,2023-11-26T12:20:56+09:00,共同通信,kyodonews,共同通信,1,89,\n【釜山共同】上川外相と朴外相は、北朝鮮による弾道ミサイル技術を使った軍事偵察衛星発射を強く非難した上で深刻な懸念を共有した。米国も含めて緊密に連携し、対応する方針を確認した。
横浜の音楽施設で負傷の女性、被害は虚偽（共同通信）,https://news.yahoo.co.jp/articles/b2e6833f94edc0fae19f1f42e1b4a46d9a44ff6c,https://newsatcl-pctr.c.yimg.jp/t/amd-img/default.jpg?exp=10800,2023-11-26T11:24:22+09:00,2023-11-26T14:32:42+09:00,共同通信,kyodonews,共同通信,1,101,\n神奈川県警は26日、音楽専用施設「Kアリーナ横浜」で23日に刺されたとする女性（48）の被害申告は虚偽だったと発表した。女性は腹部を負傷していたが、「自分で刺した。悩みがあった」と話しているという。
負傷女性「自分で刺した」、横浜　被害申告は虚偽（共同通信）,https://news.yahoo.co.jp/articles/06930e51a99e4de62f740e1f800f1f5d6c47240f,https://newsatcl-pctr.c.yimg.jp/t/amd-img/default.jpg?exp=10800,2023-11-26T11:35:28+09:00,2023-11-26T11:52:54+09:00,共同通信,kyodonews,共同通信,1,298,\n神奈川県警は26日、横浜市西区みなとみらいの音楽専用施設「Kアリーナ横浜」で23日に刺されたとする女性（48）＝大阪府＝の被害申告は虚偽だったと発表した。女性は刃物のようなもので腹部を負傷し入院していたが、県警に「自分で刺した。悩みがあった」と話しているという。\n\n 虚偽申告を立件するかどうかについて、県警は「必要な捜査を続け、事案内容を精査して検討する」としている。女性は軽傷で25日に退院した。\n\n 音楽イベントの関係者が23日、女性が刺されたと110番。女性は当初「イベントに参加後、外に出たら刺されていることに気付いた」との趣旨の説明をしていたが、目撃者が確認されなかった。
政治資金に透明性を―自民　派閥幹部の説明必要―立民（共同通信）,https://news.yahoo.co.jp/articles/d2e256c0ddbc7b28dfa10873aab6fc1eb1bc14e5,https://newsatcl-pctr.c.yimg.jp/t/amd-img/default.jpg?exp=10800,2023-11-26T11:42:48+09:00,2023-11-26T11:58:54+09:00,共同通信,kyodonews,共同通信,1,464,\n自民党の稲田朋美幹事長代理は26日のNHK番組で、党内派閥のパーティー収入過少報告問題に関し、透明性の確保が重要だとの認識を示した。立憲民主党の岡田克也幹事長は自民側の説明不足を指摘。各派閥の代表か事務総長が政治資金収支報告書を改めて精査して説明すべきだと訴えた。\n\n 稲田氏は、政治資金収支報告書に関し「2021年分までは各派閥で訂正し、説明している」と強調。22年分も必要があれば対応するとした。日本維新の会の藤田文武幹事長は「ミスなのか故意なのか。説明責任を求めたい」と述べた。\n\n 旧統一教会の被害者救済法案を巡り、公明党の稲津久幹事長代理は、包括的な財産保全を可能とする立民・維新案の実効性に疑問を呈した。共産党の小池晃書記局長は「与野党で一致点を見いだす努力をすべきだ」と主張した。\n\n 経済対策に関し、国民民主党の浜口誠政調会長代理は、自公両党との協議対象となったガソリン税を一部軽減する「トリガー条項」の凍結解除に触れ「岸田文雄首相には覚悟を持って実現に向けて取り組んでもらいたい」と呼びかけた。
古都に年の瀬告げるまねき上げ　京都・南座「吉例顔見世」控え（共同通信）,https://news.yahoo.co.jp/articles/875be5cbcbc89cb3c377b8b80f08fa4848ffdec4,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231126-00000032-kyodonews-000-4-view.jpg?exp=10800,2023-11-26T11:18:18+09:00,2023-11-26T11:34:52+09:00,共同通信,kyodonews,共同通信,1,502,\n1\n/\n2\n「吉例顔見世興行」を前に、京都・南座で行われた「まねき上げ」＝26日午前\n「吉例顔見世興行」を前に「まねき上げ」が行われ、京都・南座に掲げられた看板＝26日午前\n古都に年の瀬を告げる恒例の歌舞伎公演「吉例顔見世興行」を控え、京都市東山区の南座で26日、出演する俳優の名前を墨書した看板を劇場正面に掲げる「まねき上げ」が行われた。\n\n 襲名披露公演となる市川團十郎白猿さんの看板を持ち上げ設置する様子が報道公開された。看板は長さ約1.8m、幅約30cmのヒノキ板。太く丸みを帯びた勘亭流という書体で「隙間がないほど大入りになるように」との願いを込め板いっぱいに書かれている。「市川團十郎」の看板が掲げられると、沿道に集まった人から拍手が起こった。\n\n 團十郎さんは「多くの俳優が出演する大変華やかな興行。ぜひ南座で襲名披露をご覧いただきたい」とあいさつした。\n\n これに先立ち、團十郎さんと、出演する長男の八代目市川新之助君、長女の四代目市川ぼたんさんの3人は南座近くの八坂神社を訪れ、公演の成功を祈願した。\n\n 公演は12月1～24日で、7、13、18日は休演。
高知県知事選、投票始まる　現新4人の争い（共同通信）,https://news.yahoo.co.jp/articles/fdb6f612aa58d116d3467006e9310ecffdae4b60,https://newsatcl-pctr.c.yimg.jp/t/amd-img/default.jpg?exp=10800,2023-11-26T10:16:48+09:00,2023-11-26T10:32:54+09:00,共同通信,kyodonews,共同通信,1,247,\n任期満了に伴う高知県知事選は26日午前7時から県内890カ所で投票が始まった。即日開票され、同日夜に大勢が判明する見通し。\n\n 立候補しているのは、再選を目指す無所属の現職浜田省司氏（60）＝自民、公明推薦＝と、飲食店経営中島康治氏（45）、共産党県委員米田稔氏（71）＝共産推薦、元配管工山下陽一氏（75）の無所属3新人。1期4年の浜田県政を巡る評価が主な争点となった。\n\n 県選挙管理委員会によると、午前9時現在の投票率は2.06％で、前回同時刻を1.50ポイント下回っている。
TBS内で男性が性被害か　旧ジャニーズ問題で報告書（共同通信）,https://news.yahoo.co.jp/articles/e032245cce724eadbdbf84b65f2dd1985db5c4c5,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231126-00000029-kyodonews-000-5-view.jpg?exp=10800,2023-11-26T09:54:43+09:00,2023-11-26T11:58:41+09:00,共同通信,kyodonews,共同通信,1,475,\nTBS本社＝9月、東京都港区\nTBSホールディングスは26日、旧ジャニーズ事務所創業者のジャニー喜多川氏（2019年死去）による性加害問題を巡り、同事務所との関わりなどを調査した特別調査委員会の報告書を公表。40年前「（喜多川氏から）TBSで性加害に遭った」と訴える元ジャニーズJr.の男性の証言があったと明らかにした。\n\n 報告書によると、証言は調査の過程で判明。1983年にTBSホール（当時）で、同事務所の非公開オーディションが行われた際、客席で喜多川氏の隣に座らされ、体を触られる性被害を受けたという。だが当時の状況を知る関係者が見つからず、詳細は検証できなかったという。\n\n 2009年に公然わいせつ容疑で逮捕された同事務所タレントが釈放された際、編成局の担当者らが事務所関係者の要望に応じて、報道陣に追われるタレントの車を自社の駐車場に招き入れた経緯も記載。「過剰な便宜供与だった」とした。\n\n 一連の性加害問題を報じるのが遅れた背景について「一定の忖度があったと言われても否定できない」とする報道幹部の証言も掲載した。
イスラエル当局がパレスチナ人39人釈放（共同通信）,https://news.yahoo.co.jp/articles/a57ec6895b5c67c71ecf6a60112cdf88e5acd60d,https://newsatcl-pctr.c.yimg.jp/t/amd-img/default.jpg?exp=10800,2023-11-26T10:00:06+09:00,2023-11-26T10:25:56+09:00,共同通信,kyodonews,共同通信,1,60,\n【エルサレム共同】イスラエルメディアは26日未明、イスラエル当局が拘束していたパレスチナ人39人を釈放したと伝えた。
フライブルク堂安は後半途中まで　ドイツ1部、ダルムシュタット戦（共同通信）,https://news.yahoo.co.jp/articles/b0849907ff2eac7a0a13e01384d44b85a9545d4f,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231126-00000024-kyodonews-000-2-view.jpg?exp=10800,2023-11-26T09:07:07+09:00,2023-11-26T09:22:54+09:00,共同通信,kyodonews,共同通信,1,176,\nダルムシュタット戦の前半、競り合うフライブルクの堂安（左）＝フライブルク（共同）\n【フライブルク（ドイツ）共同】サッカーのドイツ1部リーグで25日、フライブルクの堂安律はホームのダルムシュタット戦に後半37分まで出場し、試合は1―1で引き分けた。シュツットガルトの伊藤洋輝は2―1で勝ったアウェーのアイントラハト・フランクフルト戦にフル出場した。
上田は終盤から出場　オランダ1部リーグ（共同通信）,https://news.yahoo.co.jp/articles/a9e77033ff85baeadf0c24563962510cd0e69811,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231126-00000028-kyodonews-000-3-view.jpg?exp=10800,2023-11-26T09:49:52+09:00,2023-11-26T10:06:55+09:00,共同通信,kyodonews,共同通信,1,138,\nエクセルシオール戦でプレーするフェイエノールトの上田＝ロッテルダム（ゲッティ＝共同）\n【ロッテルダム（オランダ）共同】サッカーのオランダ1部リーグで25日、フェイエノールトの上田綺世はアウェーのエクセルシオール戦に4―2の後半38分から出場した。チームはそのまま勝った。
ハマス解放人質、イスラエル入り（共同通信）,https://news.yahoo.co.jp/articles/fc11f82ef632d7d4bd6116e1999c30a9eee0387c,https://newsatcl-pctr.c.yimg.jp/t/amd-img/default.jpg?exp=10800,2023-11-26T07:16:51+09:00,2023-11-26T07:33:08+09:00,共同通信,kyodonews,共同通信,1,53,\n【エルサレム共同】イスラエル軍は、イスラム組織ハマスが解放した人質がイスラエルに入ったと明らかにした。
古橋は後半途中まで出場　スコットランドプレミア（共同通信）,https://news.yahoo.co.jp/articles/59105db041e4ef969cfb5000c54080ec9959d766,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231126-00000027-kyodonews-000-3-view.jpg?exp=10800,2023-11-26T09:42:34+09:00,2023-11-26T09:58:56+09:00,共同通信,kyodonews,共同通信,1,139,\nマザーウェル戦の後半、攻め込むセルティックの古橋＝グラスゴー（共同）\nサッカーのスコットランド・プレミアリーグで25日、セルティックの古橋亨梧はホームのマザーウェル戦に後半22分まで出場した。チームは同41分に先制したが、終了間際に追い付かれ、1―1で引き分けた。（共同）
TBS内で男性が性被害か、ジャニーズ問題（共同通信）,https://news.yahoo.co.jp/articles/c6a34652cbd98536d7c034edc8bc1b42db7a5738,https://newsatcl-pctr.c.yimg.jp/t/amd-img/default.jpg?exp=10800,2023-11-26T09:39:25+09:00,2023-11-26T10:59:46+09:00,共同通信,kyodonews,共同通信,1,109,\nTBSホールディングスは26日、旧ジャニーズ事務所との関わりなどを調べた特別調査委員会の報告書を公表。40年前にジャニー喜多川氏からTBSで性加害に遭ったという元ジャニーズJr.の男性の証言があったと明らかにした。
鎌田はリーグ戦で初のフル出場　イタリア1部リーグ（共同通信）,https://news.yahoo.co.jp/articles/3398dc19f56d9aa7ea69cea93da734e93657de37,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231126-00000025-kyodonews-000-3-view.jpg?exp=10800,2023-11-26T09:16:43+09:00,2023-11-26T09:32:54+09:00,共同通信,kyodonews,共同通信,1,131,\nサレルニターナ戦の前半、競り合うラツィオの鎌田（右）＝サレルノ（共同）\nサッカーのイタリア1部リーグ（セリエA）で25日、ラツィオの鎌田大地はアウェーのサレルニターナにリーグ戦で9試合ぶりに先発し、初めてフル出場した。チームは1―2で逆転負けした。（共同）
冨安フル出場、三笘欠場　プレミアリーグ（共同通信）,https://news.yahoo.co.jp/articles/c12656435bb444df9e37bdef33ff4addac2ec0f1,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231126-00000023-kyodonews-000-3-view.jpg?exp=10800,2023-11-26T07:48:58+09:00,2023-11-26T08:45:56+09:00,共同通信,kyodonews,共同通信,1,213,\nブレントフォード戦でパスを出すアーセナルの冨安＝ブレントフォード（共同）\n【ロンドン共同】サッカーのイングランド・プレミアリーグで25日、アーセナルの冨安健洋はアウェーのブレントフォード戦に右サイドバックでフル出場した。チームは終了間際の決勝点で1―0と競り勝ち、首位に浮上した。\n\n ブライトンの三笘薫は敵地のノッティンガム・フォレスト戦で今季初のベンチ外。チームは3―2で勝ってリーグ戦7試合ぶりの勝利を挙げた。
27日の天気（東日本）（共同通信）,https://news.yahoo.co.jp/articles/9f227c1c2f87c3997109bfdcb74594b47933feff,https://newsatcl-pctr.c.yimg.jp/t/amd-img/default.jpg?exp=10800,2023-11-26T07:00:03+09:00,2023-11-26T17:10:42+09:00,共同通信,kyodonews,共同通信,1,77,\n◆札幌 曇り\n\n◆秋田 雨時々止む\n\n◆仙台 曇りのち晴れ\n\n◆新潟 曇り時々雨\n\n◆東京 晴れ時々曇り\n\n◆名古屋 晴れのち曇り
27日の天気（西日本）（共同通信）,https://news.yahoo.co.jp/articles/0415f58e724110e92febefdb8af84dce23d41c79,https://newsatcl-pctr.c.yimg.jp/t/amd-img/default.jpg?exp=10800,2023-11-26T07:00:11+09:00,2023-11-26T17:10:50+09:00,共同通信,kyodonews,共同通信,1,89,\n◆大阪 晴れのち曇り\n\n◆京都 晴れのち曇り\n\n◆広島 晴れ時々曇り\n\n◆高松 晴れのち曇り\n\n◆福岡 曇り時々晴れ\n\n◆鹿児島 曇り\n\n◆那覇 曇り
イスラエル軍、人質計17人の解放確認（共同通信）,https://news.yahoo.co.jp/articles/1b47d8dd3bcf85647dee152702324ff326952516,https://newsatcl-pctr.c.yimg.jp/t/amd-img/default.jpg?exp=10800,2023-11-26T06:46:09+09:00,2023-11-26T07:03:09+09:00,共同通信,kyodonews,共同通信,1,71,\n【エルサレム共同】イスラエル軍は、イスラム組織ハマスからイスラエル人13人とタイ人4人が解放され、25日深夜にエジプトに入ったと確認した。
西側支援国、軍艦で穀物船護衛へ　ゼレンスキー氏が計画表明（共同通信）,https://news.yahoo.co.jp/articles/22e4aaaef5e0bafe981a0460c9568127a0b1f3fd,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231126-00000018-kyodonews-000-3-view.jpg?exp=10800,2023-11-26T06:46:17+09:00,2023-11-26T07:03:28+09:00,共同通信,kyodonews,共同通信,1,360,\nウクライナ産の穀物を運びボスポラス海峡を通過するパナマ船籍の貨物船＝10月31日、イスタンブール（ロイター＝共同）\n【キーウ共同】ウクライナのゼレンスキー大統領は25日、同国産の穀物を黒海経由で輸出する貨物船を護衛するため、西側の支援国が軍艦を派遣する計画があると表明した。ウクライナはロシアが7月に穀物輸出合意から離脱した後、独自に黒海に臨時航路を開いたが、安全保障面で懸念が出ていた。\n\n 中東アフリカ諸国に穀物を無償供与する取り組みを話し合う国際会議に出席したゼレンスキー氏は、ロシア抜きの臨時航路は「今年最大の成果の一つ」と述べた。\n\n 欧州連合（EU）のフォンデアライエン欧州委員長は25日、EUがロシア軍の攻撃で被害を受けたウクライナの港の修復に5千万ユーロ（約81億円）を拠出すると表明した。
ハマス、赤十字に人質引き渡し（共同通信）,https://news.yahoo.co.jp/articles/422a299df130383afa317ef7641c1632bbdc1333,https://newsatcl-pctr.c.yimg.jp/t/amd-img/default.jpg?exp=10800,2023-11-26T06:23:51+09:00,2023-11-26T06:41:10+09:00,共同通信,kyodonews,共同通信,1,81,\n【エルサレム共同】イスラエル軍は25日夜、イスラム組織ハマスから人質を引き渡されたと、赤十字から連絡を受けたことを明らかにした。エジプトに向かっているという。
ハマス第2弾人質解放へとカタール政府（共同通信）,https://news.yahoo.co.jp/articles/279f600275faa586d74f72130896b4cc8c60658c,https://newsatcl-pctr.c.yimg.jp/t/amd-img/default.jpg?exp=10800,2023-11-26T05:45:58+09:00,2023-11-26T06:03:16+09:00,共同通信,kyodonews,共同通信,1,86,\n【エルサレム共同】カタール政府は25日、イスラム組織ハマスがパレスチナ自治区ガザで拘束する人質のうち、第2弾としてイスラエル人13人と外国人7人が解放されると表明した。
阪神の岡田監督「うれしいよ」　甲子園球場でファン感謝デー（共同通信）,https://news.yahoo.co.jp/articles/d5df54bbcddb289ed7f76d095eb89c7c845d8d29,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231126-00000012-kyodonews-000-2-view.jpg?exp=10800,2023-11-26T05:00:07+09:00,2023-11-26T05:17:19+09:00,共同通信,kyodonews,共同通信,1,317,\n66歳の誕生日を迎え、ケーキとバットを手に笑顔の阪神・岡田監督＝甲子園\n阪神は25日、甲子園球場でファン感謝デーを行い、日本一の喜びをファンと分かち合った。この日は岡田彰布監督の66歳の誕生日。ファンからバースデーソングで祝福され「今までで人数は一番多いな。そらうれしいよ」と表情を崩した。\n\n 選手は日本一のペナントを持って、歓声に包まれながら入場。「（日本一には）1球団しかなられへん。こういう場で報告できた達成感はあるよ」と喜びをかみしめた。\n\n 来季から近本光司外野手に代わって、選手会長を務めることが決まった中野拓夢内野手が最後にあいさつ。「連覇に向かってチーム一丸となって全力で頑張る」とファンの前で誓った。
ハマス第2弾解放人質は計17人とカタール（共同通信）,https://news.yahoo.co.jp/articles/ad4863280051a0799036e35e137c985e1cad2816,https://newsatcl-pctr.c.yimg.jp/t/amd-img/default.jpg?exp=10800,2023-11-26T06:33:48+09:00,2023-11-26T06:51:08+09:00,共同通信,kyodonews,共同通信,1,80,\n【エルサレム共同】カタール政府は、イスラム組織ハマスが赤十字側に引き渡した人質はイスラエル人13人と外国人4人だと表明した。当初、外国人は7人だとしていた。
米国務長官ベルギー訪問へ　NATO外相会合出席（共同通信）,https://news.yahoo.co.jp/articles/8dc57b95bccf1d6c6c1f46ac02de5c320bd680ee,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231126-00000010-kyodonews-000-3-view.jpg?exp=10800,2023-11-26T03:23:56+09:00,2023-11-26T03:41:10+09:00,共同通信,kyodonews,共同通信,1,189,\n8日、記者会見するブリンケン米国務長官＝東京都港区\n【ワシントン共同】米国務省は25日、ブリンケン長官が北大西洋条約機構（NATO）外相会合に出席するため27～29日にベルギーのブリュッセルを訪問すると発表した。会合でウクライナへの支援を続ける重要性を確認する。\n\n ブリンケン氏は、来年7月にワシントンが開催地となるNATO首脳会議に向け、各国との意見調整も進める。
就任の首相は埼玉大の卒業生　モンテネグロ「さらなる成功を」（共同通信）,https://news.yahoo.co.jp/articles/e930b5bf6c3656bb237b636708733e9fa5c7ad3a,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231126-00000013-kyodonews-000-13-view.jpg?exp=10800,2023-11-26T05:00:11+09:00,2023-11-26T14:52:47+09:00,共同通信,kyodonews,共同通信,1,422,\n1\n/\n2\nモンテネグロのスパイッチ首相＝10月31日、ポドゴリツァ（ゲッティ＝共同）\nモンテネグロのミロイコ・スパイッチ首相（ロイター＝共同）\n【ウィーン共同】埼玉大は26日までに、10月に就任したモンテネグロのミロイコ・スパイッチ首相は埼玉大経済学部の卒業生だと明らかにし「さらなる成功を収めることを心から願う」とする学長コメントを発表して祝意を示した。\n退学希望者が続出「幻滅大学」の酷すぎる実態 コロナで浮き彫りになった格差 20年\nスパイッチ氏は国費留学生として埼玉大で学び、2012年3月に卒業した。コメントは「スパイッチ氏が日本とモンテネグロの友好関係を一層深め、両国の関係を強化することを期待する」と強調した。\n\n 在学中の10年には「日本がアジアで果たすべき役割」についての論文が、学生小論文コンテストで優秀賞を受賞したという。\n\n モンテネグロは人口62万7千人（22年推定）。首都はポドゴリツァ。
人質全員の早期解放訴え　イスラエル、10万人集会（共同通信）,https://news.yahoo.co.jp/articles/e9571f766ed1053d122c6ce64e2889c74bbc3ef3,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231126-00000015-kyodonews-000-3-view.jpg?exp=10800,2023-11-26T06:22:57+09:00,2023-11-26T06:39:11+09:00,共同通信,kyodonews,共同通信,1,323,\nハマスに拘束された人質の解放を求める家族や支援者たち＝25日、イスラエル中部テルアビブ（ゲッティ＝共同）\n【エルサレム共同】イスラエル中部テルアビブで25日、パレスチナのイスラム組織ハマスに拘束された人質の早期解放を求める大規模な集会が開かれた。人質の家族や支援者らは「今すぐ」「今すぐ」の大合唱で、イスラエル政府や国際社会に対して全員の帰還に向けて取り組みを強化するよう訴えた。\n\n 主催者によると、会場の市中心部の広場周辺には約10万人が集まった。24日に第1弾として解放された80代女性の孫も出席し「皆が戻るまで一緒に闘い続ける」と決意を語った。\n\n イスラエル国旗や人質の名前と写真が入ったプラカードを持つ人が多く見られた。
マダガスカル大統領が再選の公算　対立候補ボイコット、政情混乱も（共同通信）,https://news.yahoo.co.jp/articles/68db4083636181a1752dfa4a9585600f48b95abc,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231126-00000011-kyodonews-000-3-view.jpg?exp=10800,2023-11-26T03:51:57+09:00,2023-11-26T04:09:12+09:00,共同通信,kyodonews,共同通信,1,337,\nマダガスカルの首都アンタナナリボで開かれた集会で演説するラジョエリナ大統領＝12日（AP＝共同）\n【ナイロビ共同】アフリカ南東部の島国マダガスカルの大統領選で、現職のラジョエリナ大統領（49）が当選する公算が大きくなった。16日にあった投票の暫定結果を国家独立選挙委員会が25日発表した。ロイター通信が伝えた。対立候補12人のうち10人が選挙をボイコットし、複数が結果の受け入れを拒否する構えで、政情が混乱する恐れがある。\n\n 対立候補らは、ラジョエリナ氏が2014年にフランス国籍を取得したことでマダガスカル国籍を失い、出馬資格がないと訴えている。ラジョエリナ氏はマダガスカル国籍を維持していると反論している。暫定結果によると、ラジョエリナ氏が過半数の票を得た。
J1神戸、吉田監督に続投要請　初V導く、酒井も延長へ（共同通信）,https://news.yahoo.co.jp/articles/673c36ffbd7caac7c265f3df8a84361dd65f94d8,https://newsatcl-pctr.c.yimg.jp/t/amd-img/20231126-00000007-kyodonews-000-2-view.jpg?exp=10800,2023-11-26T02:00:05+09:00,2023-11-26T02:17:16+09:00,共同通信,kyodonews,共同通信,1,326,\nサッカーJ1で初優勝を果たし、吉田監督（手前左）とシャーレを掲げる神戸の三木谷会長＝25日、ノエビアスタジアム神戸\nサッカーJ1神戸が、クラブを初優勝に導いた吉田孝行監督（46）に来季の続投を要請する見通しとなったことが25日、関係者の話で分かった。今回が自身3度目の指揮の同監督は、続投すれば初めて3季目を迎える。\n\n 最下位に低迷していた昨年6月に就任し、13位と巻き返して残留を果たした。2季目の今年は大迫ら主力の日本選手の持ち味が生きる手堅い戦術に磨きをかけ、安定して上位を維持した。\n\n クラブはアジア・チャンピオンズリーグ（ACL）も視野に主力の残留に注力し、今季限りで契約が切れるDF酒井高徳（32）にも延長を申し出る方針。
J1神戸が初V導いた吉田監督に続投要請へ（共同通信）,https://news.yahoo.co.jp/articles/e1b04d172febb1a5c656b2c347c7d59c436ad452,https://newsatcl-pctr.c.yimg.jp/t/amd-img/default.jpg?exp=10800,2023-11-26T02:00:03+09:00,2023-11-26T02:17:42+09:00,共同通信,kyodonews,共同通信,1,65,\nJ1神戸が、クラブを初優勝に導いた吉田孝行監督（46）に来季の続投を要請する見通しとなったことが25日、関係者の話で分かった。
